台灣頻道,#genre#
HBO Hits,https://z3.ubtvfans.com/live/rx3/330/7feaa1c800fb4947773167db6794014e/index.m3u8
采昌影劇,https://z3.ubtvfans.com/live/rx6/2804/b85cad3ca2e1a68ca39bb47d67afa2c3/index.m3u8
影迷數位電影,https://z3.ubtvfans.com/live/rx6/2800/6f0115a5ee27c4d6024d04033790e8d2/index.m3u8
龍華戲劇,https://z3.ubtvfans.com/live/rx6/2796/7a6beb1ef6e9b9116e50f523f7dc918f/index.m3u8
龍華經典,https://z3.ubtvfans.com/live/rx6/100/382f6a8ecde4c0a065d677d355ec9f2d/index.m3u8
龍翔時代,https://z3.ubtvfans.com/live/rx6/373/1211fae2ba7ce9108a5f0c0df696ab4b/index.m3u8
AXN臺灣,https://z3.ubtvfans.com/live/rx3/2816/cc973cab302f70f4f4b00827113d7cc0/index.m3u8
天映經典,https://z3.ubtvfans.com/live/rx5/2289/c6b268f6f9f471bef0e26557fa1ac682/index.m3u8
AXN亞洲,https://z3.ubtvfans.com/live/rx6/1066/25d6775814d991070c373cb5e7254340/index.m3u8
Trill恐怖電影,https://z3.ubtvfans.com/live/rx6/18/13cd3989fded34c1189c198e9d9d4e99/index.m3u8
龍華電影,https://z3.ubtvfans.com/live/rx3/311/f7ad675408123b4b541b47b21d1c00b6/index.m3u8
華納電影,https://z3.ubtvfans.com/live/rx3/83/98960122595644b31722c56423008543/index.m3u8
CATCHPLAY,https://z3.ubtvfans.com/live/rx6/362/f2624359c1f8966dfa559f640164f9d6/index.m3u8
TVB亞洲劇,https://z3.ubtvfans.com/live/rx6/1048/ba97f2529f5a142c6139f78eb3bb591c/index.m3u8
TVB粵語片,https://z3.ubtvfans.com/live/rx6/1589/6fbc837959aeea20a19efef16547bcb1/index.m3u8
CHC高清電影,https://z3.ubtvfans.com/live/rx3/1345/14f978a0a1c5cf0ee2a1033f0fa1646c/index.m3u8
CHC動作電影,https://z3.ubtvfans.com/live/rx3/1346/abf01302f7b2fb5e7a225b5d6c3b33d8/index.m3u8
CHC家庭影院,https://z3.ubtvfans.com/live/rx6/1347/c61786e5a91ca66f8fee0a9686234494/index.m3u8
龍華洋片,https://z3.ubtvfans.com/live/rx3/341/db19a98605505429d4decb9328437ecb/index.m3u8
TVB功夫台,https://z3.ubtvfans.com/live/rx6/168/0645b9a525f605f5522d0c4ad27d002b/index.m3u8
Hi-YAH!,https://z3.ubtvfans.com/live/rx1/489/2fb1540c2ef92975d9b7d60b64675c0b/index.m3u8
Gravitas Movies,https://z3.ubtvfans.com/live/rx3/1364/1f9108f26dec7c25e03431120549d80d/index.m3u8
RCM,https://z3.ubtvfans.com/live/rx3/2415/246cfe740f6949d594f3b54aab88ea22/index.m3u8
Action Hollywood Movies,https://z3.ubtvfans.com/live/rx1/2417/1972214d8ee6722161f65c773e4b6cb7/index.m3u8
體育頻道,#genre#
FOX Sport 1,https://z3.ubtvfans.com/live/rx3/2791/f5c2e1fbab301888901af0cc1d855684/index.m3u8
FOX Sport 2,https://z3.ubtvfans.com/live/rx3/1132/a6566af436bd5adafcc4639ab13549cd/index.m3u8
Eleven Sport 1,https://z3.ubtvfans.com/live/rx3/3496/15142a6a93478934a99b2e846ca71967/index.m3u8
Eleven Sport 1,https://z3.ubtvfans.com/live/rx1/3224/3c39e3f1cd4756c4bcc59cb3b492251a/index.m3u8
Eleven Sport 2,https://z3.ubtvfans.com/live/rx3/301/cfd11bbe2c2a7472b53a639377148a15/index.m3u8
Eleven Sport 2（備）,https://z3.ubtvfans.com/live/rx2/3482/bb0a8e111b0857e0508df8dfe4a537e9/index.m3u8
Z頻道,https://z3.ubtvfans.com/live/rx3/1130/60f8781c69c873997b5fbd27b5b8ceb2/index.m3u8
博斯無限,https://z3.ubtvfans.com/live/rx6/2797/4cb17d82f4c67ca86c2f6e12de19317c/index.m3u8
博斯無限2,https://z3.ubtvfans.com/live/rx3/426/4def3ac7fd73c38f7d7bade4c1d2b89d/index.m3u8
博斯無限2,https://z3.ubtvfans.com/live/rx3/2798/7d1e878616783f9d6823909dab06c95a/index.m3u8
博斯網球,https://z3.ubtvfans.com/live/rx3/498/e7c046d047204575f57e3fe7452c6474/index.m3u8
博斯網球-備,https://z3.ubtvfans.com/live/rx3/3290/31ecb54d033aeebd6ffaa60bf8d71f17/index.m3u8
博斯高球1,https://z3.ubtvfans.com/live/rx3/377/9fed1fb66d607a41c280d4e4cad2389d/index.m3u8
博斯高球2,https://z3.ubtvfans.com/live/rx6/378/f474417cd0fdf7ec39a67a97ed9bdab7/index.m3u8
博斯魅力,https://z3.ubtvfans.com/live/rx3/175/4a82a0caa617c0887e2cd349f2d8588e/index.m3u8
博斯運動1,https://z3.ubtvfans.com/live/rx3/379/0cb407c53b7fbc6b12b8d2eb8e72bbaa/index.m3u8
博斯運動2,https://z3.ubtvfans.com/live/rx3/380/f4e21159a155276b921ba3c252c3f4e2/index.m3u8
歐洲體育,https://z3.ubtvfans.com/live/rx6/1342/1cf11de78ab9d976afa393fced5d210c/index.m3u8
J SPORTS 1,https://z3.ubtvfans.com/live/rx3/129/b5e4cfceaf1957480ff27a2e363c8b47/index.m3u8
J SPORTS 2,https://z3.ubtvfans.com/live/rx3/130/35e5bf1006deae4bf48edf9967e4897f/index.m3u8
J SPORTS 3,https://z3.ubtvfans.com/live/rx3/131/0a72352d3d14c80cf6a6e04875310862/index.m3u8
J SPORTS 4,https://z3.ubtvfans.com/live/rx3/132/0275e378a07391b5ae148bca0fa600ec/index.m3u8
J SPORTS 4 （備）,https://z3.ubtvfans.com/live/rx6/3478/b6c7194a8ba0950bb84fabce3bbb0dd9/index.m3u8
mlb  network,https://z3.ubtvfans.com/live/rx5/3251/17f7fe07cf43c456656467eb4de7daa4/index.m3u8
BTN,https://z3.ubtvfans.com/live/rx6/3256/f23384b76bb696a2c8a400d64be60f20/index.m3u8
mlb  network,https://z3.ubtvfans.com/live/rx6/3250/b87194cb88064424442804d47bfe68d3/index.m3u8
bt espn hd,https://z3.ubtvfans.com/live/rx5/2790/20bd8d144243b5e1fef2bde19f0065a7/index.m3u8
ESPN 1,https://z3.ubtvfans.com/live/rx3/1182/123a0d6a1fd804f243501a2abef81f5e/index.m3u8
ESPN 1,https://z3.ubtvfans.com/live/rx5/2788/d812d481e5d09d3eb81cbb07957313ff/index.m3u8
ESPN 2,https://z3.ubtvfans.com/live/rx5/2789/75fbc09a8e41a3dc5b96361914fba9c3/index.m3u8
NBA TV US,https://z3.ubtvfans.com/live/rx3/1185/c8c0c1e7596be15d60281de81570bf45/index.m3u8
Fox Sport 2,https://z3.ubtvfans.com/live/rx3/1187/5542a5591e5dcb6fe4a66f27596a3848/index.m3u8
ACCDN,https://z3.ubtvfans.com/live/rx6/315/992555ddfa413945d5502a5f2a4cf883/index.m3u8
ACCDN,https://z3.ubtvfans.com/live/rx2/3215/f204937943fa9a72410509217caea634/index.m3u8
Team USA,https://z3.ubtvfans.com/live/rx2/3483/b8f813976d1371bb2789973ae449bbbc/index.m3u8
Speed Sport 1,https://z3.ubtvfans.com/live/rx6/3125/1c6459f838487ca613c1ad4e2a40025e/index.m3u8
TSN 1,https://z3.ubtvfans.com/live/rx3/1273/5b15dd097629c54eea8448b1f5456066/index.m3u8
TSN 2,https://z3.ubtvfans.com/live/rx3/1274/1a10d53c47be4cf9fed9301ff9257c2d/index.m3u8
TSN 3,https://z3.ubtvfans.com/live/rx3/1275/247a89a3cebdee6359357f0e7bcf9331/index.m3u8
TSN 4,https://z3.ubtvfans.com/live/rx3/1276/60ba8daf8bb0f11d1c913a04288f3388/index.m3u8
TSN 5,https://z3.ubtvfans.com/live/rx3/1277/3d7e32fd49b6fb906c5da1dffba6a5cb/index.m3u8
SportNet ON,https://z3.ubtvfans.com/live/rx2/1278/e6c214b64a69b73edae8e73dc0ed4223/index.m3u8
SportNet One,https://z3.ubtvfans.com/live/rx3/1279/e66614e38198746fda6612f37635d434/index.m3u8
SportNet World,https://z3.ubtvfans.com/live/rx3/1280/2c5b903f751dd9538e407888ae346139/index.m3u8
SportNet 360,https://z3.ubtvfans.com/live/rx3/1281/e3c22b7103b8a04e72f366988befcbe0/index.m3u8
NBA CA,https://z3.ubtvfans.com/live/rx3/1282/01baef23ffb0e9d287e87c4c1e842f60/index.m3u8
Game+,https://z3.ubtvfans.com/live/rx1/61/c53a27d0c3e5fa21eb5fbc46906bde3a/index.m3u8
BT Sport 2,https://z3.ubtvfans.com/live/rx3/166/9d51d99469670f617b51ad62402bb3c8/index.m3u8
BT Sport 3,https://z3.ubtvfans.com/live/rx3/167/c2448a25cc7f1eae11483e81b8fc7e67/index.m3u8
BT Sport 1,https://z3.ubtvfans.com/live/rx3/165/d135a2ffd79654624e70a2c3d9d76563/index.m3u8
Sky Sports 1,https://z3.ubtvfans.com/live/rx5/172/d6f9e9dc3397808640d5942484d620f2/index.m3u8
Sky Sport 2,https://z3.ubtvfans.com/live/rx5/171/dc8418d53c44a031ee69eb09bda25407/index.m3u8
Sky Sport 3,https://z3.ubtvfans.com/live/rx5/183/03dd2568044ef7b3a1a22df3b17ecae8/index.m3u8
Sky Sport 4,https://z3.ubtvfans.com/live/rx5/417/77dd4c66bdfdd9c827f5258a265bdf58/index.m3u8
Sky Sport 5,https://z3.ubtvfans.com/live/rx5/418/bae9ab6f81dc9a9f03c35334ebe1f107/index.m3u8
sky news hd,https://z3.ubtvfans.com/live/rx3/2779/bca669734f143414868601d583a346ad/index.m3u8
sky sports mix,https://z3.ubtvfans.com/live/rx3/2780/a22d55482979a2a524caec9a2a767e91/index.m3u8
sky sports arena,https://z3.ubtvfans.com/live/rx3/2781/44d7f75de5cd939a3ad956b6f6a1dd50/index.m3u8
sky sports football,https://z3.ubtvfans.com/live/rx3/2782/3706019ded0772d27df1b9785fcd2b39/index.m3u8
sky sports premier league,https://z3.ubtvfans.com/live/rx3/2783/e50302f3365e8ea43c9236a826d7bbc4/index.m3u8
sky sports the open,https://z3.ubtvfans.com/live/rx3/2784/9484eb03500b119944ba2d33d76cc2fb/index.m3u8
sky sports action,https://z3.ubtvfans.com/live/rx3/2785/281c67ef3dc2599a6886f9fb140bdce4/index.m3u8
sky sports main event,https://z3.ubtvfans.com/live/rx3/2787/bbb8de96ed00af6cb7a0f71a5a58360f/index.m3u8
sky sports f1,https://z3.ubtvfans.com/live/rx3/3237/dbc702e47ed9635d3cb01a701f7b07d4/index.m3u8
Sky Sports F1,https://z3.ubtvfans.com/live/rx5/182/522b1bc4518dbdc754d008c57edc8ea6/index.m3u8
cbs action,https://z3.ubtvfans.com/live/rx3/3238/6b71ba72407c0d5cb67b304c11f75eee/index.m3u8
4seven hd,https://z3.ubtvfans.com/live/rx3/3240/d298b3e4b1cbe7312309e0406505174b/index.m3u8
sky greats,https://z3.ubtvfans.com/live/rx3/3243/41380ddd739c9bd57470b2cbcc01e0fd/index.m3u8
channel 4 hd,https://z3.ubtvfans.com/live/rx3/3245/074196bfd03d0cc45ce2f3ced5b3cb31/index.m3u8
sony tv,https://z3.ubtvfans.com/live/rx3/3248/a7bc9595dfbe995569921af1b72e80a8/index.m3u8
nickelodeon,https://z3.ubtvfans.com/live/rx3/3249/098c6de16cf991c19809a7fd90466e05/index.m3u8
itvbe,https://z3.ubtvfans.com/live/rx3/3279/66b3de4094794ab8efc993b83642ce99/index.m3u8
5usa,https://z3.ubtvfans.com/live/rx3/3280/7ff2b0ace2a5e1ffd21f66764216b7fb/index.m3u8
questred,https://z3.ubtvfans.com/live/rx3/3282/1a541f9760dfb1b458f6a41eb9630752/index.m3u8
movies4men,https://z3.ubtvfans.com/live/rx3/3283/2b05b4284bc3c0f109349918b6c6f834/index.m3u8
SKY F1,https://z3.ubtvfans.com/live/rx4/2740/3c9ada9c6f753c51ea8f61181ee93c3c/index.m3u8
Sky sport uno,https://z3.ubtvfans.com/live/rx5/1597/01862309012fa3d59dce1420ef628bc4/index.m3u8
PRO Sport,https://z3.ubtvfans.com/live/rx3/1015/9dbe5c7d4fe4cb2a8a950514bb162a2a/index.m3u8
MTRSPT 1,https://z3.ubtvfans.com/live/rx6/2406/c40884432076caa1ac9ba746685788c9/index.m3u8
Sky Racing 2,https://z3.ubtvfans.com/live/rx2/2413/7c851887d9c8cc86b875406dd71a446b/index.m3u8
Sky racing 1,https://z3.ubtvfans.com/live/rx2/2414/50fa5796640f21fa79b1caf9978abee0/index.m3u8
Surf Cinema,https://z3.ubtvfans.com/live/rx2/2412/925fbb169eb8a411813b42f9c46444b3/index.m3u8
Sport TV 2,https://z3.ubtvfans.com/live/rx2/1785/d78f2809c7f7cb86e7a127c533275250/index.m3u8
H20 TV,https://z3.ubtvfans.com/live/rx3/414/6830db92c83b22ccf30a50e01f5ef020/index.m3u8
紀實頻道,#genre#
亞洲旅遊,https://z3.ubtvfans.com/live/rx3/2299/0b15d0224284ac65bf5e144de829384e/index.m3u8
探索頻道,https://z3.ubtvfans.com/live/rx3/2817/f14914cf9bc42270aded58cd56f02d8c/index.m3u8
大陸尋奇,https://z3.ubtvfans.com/live/rx1/102/2018d75daeec5985730a6197d5e7bc74/index.m3u8
TLC,https://z3.ubtvfans.com/live/rx4/2275/c2074fce3f0cf9d19c8339731e4625ac/index.m3u8
動物星球,https://z3.ubtvfans.com/live/rx3/367/d2acf371949e8c13d92316cf81625bfd/index.m3u8
探索亞洲,https://z3.ubtvfans.com/live/rx3/306/ad21499f25b3f4bfbe62fb439cbd3a57/index.m3u8
探索科學,https://z3.ubtvfans.com/live/rx6/343/e40c9b745506f250ea2cde9645e7389f/index.m3u8
CI罪案偵查,https://z3.ubtvfans.com/live/rx3/2303/5a1b27421ef374d6e237a8ed99b30803/index.m3u8
TaiwanPlus,https://z3.ubtvfans.com/live/rx4/327/5c7d7b7ee1caea5c224d2d9db8959508/index.m3u8
視納華仁紀實,https://z3.ubtvfans.com/live/rx1/91/5f5a81fcaab01cb8def6c948247dcd6e/index.m3u8
美食星球,https://z3.ubtvfans.com/live/rx3/3073/432623afd7857044ae39fc57c970f86d/index.m3u8
美食星球,https://z3.ubtvfans.com/live/rx3/1360/7d1beaed39b1ce6126bc82ef9dd93252/index.m3u8
EYE旅遊,https://z3.ubtvfans.com/live/rx3/1494/488f22b06cd5d9cdecc58c191d163a35/index.m3u8
Globetrotter（MOD）,https://z3.ubtvfans.com/live/rx6/3259/defc5ec606b2e4d698d0af6c69985528/index.m3u8
TV5MONDE STYLE,https://z3.ubtvfans.com/live/rx6/389/25888db98caced709a45b0ec06c50a31/index.m3u8
FashionTV,https://z3.ubtvfans.com/live/rx3/2287/1c5cb9297f861032f6ed1cd2e7661a5e/index.m3u8
CCTV17,https://z3.ubtvfans.com/live/rx3/3260/1b4825d9806e5e4a8042764dbac7f858/index.m3u8
China Travel,https://z3.ubtvfans.com/live/rx1/1210/6e588467122351846f88690ed76a746e/index.m3u8
Discovering China,https://z3.ubtvfans.com/live/rx2/3287/4d5b088517f1aa93d4e3d627c214b39b/index.m3u8
TED,https://z3.ubtvfans.com/live/rx2/1101/53819aa25d689c27df82ab09d99ab3da/index.m3u8
TLC,https://z3.ubtvfans.com/live/rx2/1533/5535abf7e5d65411f92ef870bd9e0dd9/index.m3u8
60 Days In,https://z3.ubtvfans.com/live/rx1/2404/64b5f581064352f3fab222a6caa75801/index.m3u8
Outdoor,https://z3.ubtvfans.com/live/rx6/3126/b2d471de7074252c33fa10bab316c241/index.m3u8
Gordon Ramsay,https://z3.ubtvfans.com/live/rx1/3136/98031e2e5556e9360d849e450c93578c/index.m3u8
TLC Canada,https://z3.ubtvfans.com/live/rx3/1262/b79301f9d2c82efc4a9c0248ac917d13/index.m3u8
Food Network Canada,https://z3.ubtvfans.com/live/rx3/1265/0b8dd4939f3ab3e41a95026dedb3925e/index.m3u8
Love Nature,https://z3.ubtvfans.com/live/rx3/52/81ed2ec3d54dd9b03149b652bad4ec2c/index.m3u8
Nature Time,https://z3.ubtvfans.com/live/rx3/152/94d08cc46f9609df3424fbd1d16b7163/index.m3u8
Hagerty,https://z3.ubtvfans.com/live/rx4/2637/d74e82f0afb6a7b3abdaa3205c26fc74/index.m3u8
History,https://z3.ubtvfans.com/live/rx4/1413/f1ea238c9ab9b1836085df9a69eba0ea/index.m3u8
Food Network 英,https://z3.ubtvfans.com/live/rx4/1421/96d17db2c73cb7fadb384922258d4acb/index.m3u8
The Wicked Tuna,https://z3.ubtvfans.com/live/rx5/2411/ee87da48e1a6bb2b362351cbf4a9879e/index.m3u8
Wild Stuff,https://z3.ubtvfans.com/live/rx1/2769/3ada58549d947195fab9f9dc78805105/index.m3u8
Project Runway,https://z3.ubtvfans.com/live/rx4/2416/76f014a0590e7f099ad44619f8542c5f/index.m3u8
Come Sine With Me,https://z3.ubtvfans.com/live/rx1/497/0d5f22054b3a202a869bd5558bed41d2/index.m3u8
History Warfare Now,https://z3.ubtvfans.com/live/rx4/2395/fea087e48398ea29f45de23797da0d07/index.m3u8
History 365,https://z3.ubtvfans.com/live/rx4/2397/00bc056e6372e9a38004c48b7aca1238/index.m3u8
History Asia,https://z3.ubtvfans.com/live/rx2/2536/016d3e40e4259bfac5f227841706f1a1/index.m3u8
少兒頻道,#genre#
MOMO親子-2,https://z3.ubtvfans.com/live/rx1/313/01da9d9b2fe19f12f69e7d9b844d392e/index.m3u8
MOMO親子,https://z3.ubtvfans.com/live/rx3/2767/07966a57230c871763d6ec4438b25f7b/index.m3u8
東森幼幼,https://z3.ubtvfans.com/live/rx3/371/e10d86ded39be7efb99ec1c2df83e115/index.m3u8
東森幼幼,https://z3.ubtvfans.com/live/rx3/2771/2dba34e3c64e70b6c3eda429ede8676a/index.m3u8
CN卡通,https://z3.ubtvfans.com/live/rx6/107/04ed9b980819aa0ed59947b314e2b3c0/index.m3u8
Animax,https://z3.ubtvfans.com/live/rx3/59/80335c337a3294fc1a507481cfc303a0/index.m3u8
靖天卡通,https://z3.ubtvfans.com/live/rx2/344/8fca89480032583239a795e0ecb06e67/index.m3u8
Treehouse,https://z3.ubtvfans.com/live/rx4/55/c1dc68e981a3d166303d8799dfe3dda7/index.m3u8
Nickj,https://z3.ubtvfans.com/live/rx4/53/377812d10786090df08212d01ecdb1c3/index.m3u8
Disney,https://z3.ubtvfans.com/live/rx5/5/7fb23a926a7bb904a8ecba098ea4a671/index.m3u8
Boomerang,https://z3.ubtvfans.com/live/rx6/57/2bfa490b60b1afe21dadfcd46be19dc7/index.m3u8
CCTV14,https://z3.ubtvfans.com/live/rx2/214/10f08783747128715c76bbb35eda9034/index.m3u8
CCTV14,https://z3.ubtvfans.com/live/rx6/2826/2ff2a3a7b215b3dfb4373d0b3ae6b5f0/index.m3u8
Ketchup TV,https://z3.ubtvfans.com/live/rx4/1142/dba755c37884089681f35d8368225693/index.m3u8
Aniplus Asia,https://z3.ubtvfans.com/live/rx5/3219/81d15c5f288b0cb48b6e4bced4de1193/index.m3u8
音樂宗教,#genre#
好消息,https://z3.ubtvfans.com/live/rx1/104/148c17118996b816db97b6735f9756cb/index.m3u8
CBN News,https://z3.ubtvfans.com/live/rx4/499/775a978ddccceb6b0a87fd34fceb618f/index.m3u8
Mezzo Live,https://z3.ubtvfans.com/live/rx3/60/a22a632e7682ab76a9d5d5120e235948/index.m3u8
大愛一臺,https://z3.ubtvfans.com/live/rx1/11/ed04439f1a75fde9dc72908b6d926016/index.m3u8
唯心電視,https://z3.ubtvfans.com/live/rx2/1150/98fc916cfc89bdc926804a08ee406441/index.m3u8
人間衛視,https://z3.ubtvfans.com/live/rx1/101/cd647060070bbf8452444f239d33ef20/index.m3u8
佛衛慈悲台,https://z3.ubtvfans.com/live/rx6/1306/ead0dd62bc1bb64af19c80730806f8b2/index.m3u8
生命電視,https://z3.ubtvfans.com/live/rx1/1124/ad66245a4e408f04845994fe652aa2db/index.m3u8
華藏電視,https://z3.ubtvfans.com/live/rx1/1053/a156223edbc64772a8b8b2ed75725c80/index.m3u8
CGN,https://z3.ubtvfans.com/live/rx3/323/d90641aaece5485400d732e6f7d813c9/index.m3u8
Spirit TV,https://z3.ubtvfans.com/live/rx1/3124/818072b5d5016d8f811c46c2aeffc574/index.m3u8
GOD TV,https://z3.ubtvfans.com/live/rx6/48/9cc70657f5d90437a971871b4d2279f2/index.m3u8
Juice TV,https://z3.ubtvfans.com/live/rx2/2408/dd0947ef2994f9f42ab50d800b4fa817/index.m3u8
Firstlight,https://z3.ubtvfans.com/live/rx3/2409/1232a85f8c4c1d006e369f3f96440237/index.m3u8
大陸頻道,#genre#
CGTN English,https://z3.ubtvfans.com/live/rx6/2362/0a1b19cfb05829accdebfd7f104189e1/index.m3u8
CGTN Documentary,https://z3.ubtvfans.com/live/rx6/2363/a1bab82e12d2002052943c071c3d7253/index.m3u8
CGTN Français,https://z3.ubtvfans.com/live/rx6/2364/7061f7a2fba59dc07c88b614d654cfd4/index.m3u8
CCTV1,https://z3.ubtvfans.com/live/rx3/2305/5b8fa5cc7b80d1df85883b1740063f20/index.m3u8
CCTV1,https://z3.ubtvfans.com/live/rx2/200/61ed10858731324546f1cacfd993ed48/index.m3u8
CCTV2,https://z3.ubtvfans.com/live/rx6/201/9a6b558b746d5cc38b98bcd584921444/index.m3u8
CCTV2,https://z3.ubtvfans.com/live/rx2/2763/436c47e4cab24aaf90e9c17ca1395a14/index.m3u8
CCTV3,https://z3.ubtvfans.com/live/rx2/202/e741325e7b805b9a60914da52e659051/index.m3u8
CCTV3,https://z3.ubtvfans.com/live/rx6/2808/7ba89b1673896e50bd5f62ec8f605054/index.m3u8
CCTV4,https://z3.ubtvfans.com/live/rx3/203/409634224d0912c0a78adff4fe7c4399/index.m3u8
CCTV4,https://z3.ubtvfans.com/live/rx2/2764/f5bc7b4fb9cc16765308f8e1d75dd48f/index.m3u8
CCTV5,https://z3.ubtvfans.com/live/rx3/2760/ceed236865cd31d77bead330846d867d/index.m3u8
CCTV5plus,https://z3.ubtvfans.com/live/rx3/205/7f3d29c0242736cf96984948f35e380d/index.m3u8
CCTV5plus,https://z3.ubtvfans.com/live/rx2/2759/856d7841639b1a1e1a371b41e070f9dc/index.m3u8
CCTV5,https://z3.ubtvfans.com/live/rx2/204/ca8e2909cf13a64297732cf0183b7f22/index.m3u8
CCTV6,https://z3.ubtvfans.com/live/rx6/206/d3a601eecfc35ff21ccc7571963a185f/index.m3u8
CCTV6,https://z3.ubtvfans.com/live/rx2/2758/286ba208220f87017e30ca47e654b302/index.m3u8
CCTV7,https://z3.ubtvfans.com/live/rx3/207/180dab413368a7f7acda273b2f107807/index.m3u8
CCTV7,https://z3.ubtvfans.com/live/rx2/2757/b865f7aa330429f26cb542f4536a7e7f/index.m3u8
CCTV8,https://z3.ubtvfans.com/live/rx3/208/b782681390d863ec103d346920f4e7b2/index.m3u8
CCTV8,https://z3.ubtvfans.com/live/rx2/2756/d44a87cdf22dcf34d6b123ab4d3a424c/index.m3u8
CCTV9,https://z3.ubtvfans.com/live/rx6/2308/6a50dcabe2f6702947f9abde3589658b/index.m3u8
CCTV9,https://z3.ubtvfans.com/live/rx6/209/d5e6016c679b5da8b25cb6f2a3f2bd3a/index.m3u8
CCTV10,https://z3.ubtvfans.com/live/rx3/210/4daad2d48dd7516c7e78529bcf69b035/index.m3u8
CCTV11,https://z3.ubtvfans.com/live/rx6/2809/2dd34de09a219f707b47fe179b95a542/index.m3u8
CCTV11,https://z3.ubtvfans.com/live/rx2/211/a47b35a54940275241bc2771e09fcbb1/index.m3u8
CCTV12,https://z3.ubtvfans.com/live/rx6/212/44e5fa025d78a2c29b8510d46d0505cb/index.m3u8
CCTV12,https://z3.ubtvfans.com/live/rx2/2755/50b6d9897006c391707f2f1936a9814b/index.m3u8
CCTV13,https://z3.ubtvfans.com/live/rx6/213/99ffaa060c4fbc8ab51405211776fad4/index.m3u8
CCTV13,https://z3.ubtvfans.com/live/rx2/2754/076b8d2008081b42372dbbbe36b5cdba/index.m3u8
CCTV14,https://z3.ubtvfans.com/live/rx2/214/10f08783747128715c76bbb35eda9034/index.m3u8
CCTV14,https://z3.ubtvfans.com/live/rx6/2826/2ff2a3a7b215b3dfb4373d0b3ae6b5f0/index.m3u8
CCTV15,https://z3.ubtvfans.com/live/rx6/215/79a2cd3ca161dbec8cbc7e41eb6ed43f/index.m3u8
CCTV16,https://z3.ubtvfans.com/live/rx3/2821/13c5608f4f4c2177aacb0f8ffe546a35/index.m3u8
CCTV17,https://z3.ubtvfans.com/live/rx3/3260/1b4825d9806e5e4a8042764dbac7f858/index.m3u8
浙江卫视,https://z3.ubtvfans.com/live/rx6/217/38542e37c69d0b93f73a98c65bf803fa/index.m3u8
江苏卫视,https://z3.ubtvfans.com/live/rx3/218/c40b53b84d7f9445947d0156aa04da68/index.m3u8
江苏卫视,https://z3.ubtvfans.com/live/rx2/2829/3d30420717cb8001ac62245c497f13af/index.m3u8
南方卫视,https://z3.ubtvfans.com/live/rx2/219/e2c350b241dbbaa6f7be3e598637315d/index.m3u8
北京卫视,https://z3.ubtvfans.com/live/rx6/220/a4333d9a2fc687f506501d699eef886d/index.m3u8
北京衛視,https://z3.ubtvfans.com/live/rx2/221/5e1849e7cef864a7fc78bdaa7660f788/index.m3u8
广州电视,https://z3.ubtvfans.com/live/rx3/231/f33eba8368bc32b7dfb6694cd0839f31/index.m3u8
东方卫视,https://z3.ubtvfans.com/live/rx3/224/a3e7833a7d4cf07cc7b31ffcf7095958/index.m3u8
河南卫视,https://z3.ubtvfans.com/live/rx6/225/890f06fd8d308639ccd17ba323db4574/index.m3u8
湖南卫视,https://z3.ubtvfans.com/live/rx2/3228/f96c84d221d0d3764ab60e758b48b7e4/index.m3u8
湖南卫视,https://z3.ubtvfans.com/live/rx6/226/ad82d9285c2acff306c5ffb799d5c973/index.m3u8
湖北卫视,https://z3.ubtvfans.com/live/rx3/3229/5230264e6e03c38f5afbdb476f2ea1c1/index.m3u8
湖北卫视,https://z3.ubtvfans.com/live/rx2/227/fb548e752900073f95c0c5097172a196/index.m3u8
东南卫视,https://z3.ubtvfans.com/live/rx2/228/b7866991f4c3f77c4c5c7463d5a6c0e6/index.m3u8
辽宁卫视,https://z3.ubtvfans.com/live/rx2/229/7fe7af16e2c0a92978e39d8cc286937a/index.m3u8
深圳卫视,https://z3.ubtvfans.com/live/rx2/230/c4b0d6dadd4fac13ff746a2e5e7cee83/index.m3u8
深圳卫视,https://z3.ubtvfans.com/live/rx3/3230/e12a93c71dce2b6da91a6ca75a8bec83/index.m3u8
安徽卫视,https://z3.ubtvfans.com/live/rx2/232/bff58847478f4e1f599130b9c1f5a535/index.m3u8
安徽卫视,https://z3.ubtvfans.com/live/rx3/2830/843e28141918af23cf59a2228025a7ed/index.m3u8
四川卫视,https://z3.ubtvfans.com/live/rx2/233/420062dc92a6ceb7dc424eaf347d8566/index.m3u8
山东卫视,https://z3.ubtvfans.com/live/rx2/234/873868d12ebdf4d1d95302552d5b2706/index.m3u8
青田電視台,https://z3.ubtvfans.com/live/rx3/2295/ba04f4a412d7ddd5d7b5e15daeef2071/index.m3u8
天津衛視,https://z3.ubtvfans.com/live/rx2/1093/8f59e07b88918cb29218268468a88db9/index.m3u8
江西卫视,https://z3.ubtvfans.com/live/rx2/1097/3bee25c801ff0bfe973b0b4ff8d6bfda/index.m3u8
新疆衛視,https://z3.ubtvfans.com/live/rx2/1026/9aa91342321de0ef9884980ea2ff32c9/index.m3u8
面包台,https://z3.ubtvfans.com/live/rx3/1370/ee383e68a12ebaaca912f1053b6bb2a9/index.m3u8
China Travel,https://z3.ubtvfans.com/live/rx1/1210/6e588467122351846f88690ed76a746e/index.m3u8
Discovering China,https://z3.ubtvfans.com/live/rx2/3287/4d5b088517f1aa93d4e3d627c214b39b/index.m3u8
にっぽん,#genre#
